text,BIO_anno,class,bank_topic
银行消费者热线给的电话，我后面是信访发邮件，投诉网发投诉，这个电话也打。后来协商来了，不知道真正起作用的哪一个...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2,农业银行
撸前淫如魔撸后胜如佛,O O O O O O O O O O,2,建设银行
我很无语，,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,建设银行
延期20天左右，也算给点时间吧，交通还是很人性的,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
没回访吗,O O O O,2,招商银行
真好,B-COMMENTS_ADJ I-COMMENTS_ADJ,1,工商银行
微信真实消费也没有了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,招商银行
我搞到了中国银行的,O O O O B-BANK I-BANK I-BANK I-BANK O,2,
对，消了卡，消了户，每个都单独销？注销麻烦不,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
就说有时候需要转账用！,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,工商银行
可以的??什么时候过期，分期总是这样的,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,2,
额度10K，五期账单，够不上月月爆但也差不多，上期账单做了分期，然鹅什么都没有？,B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O,2,民生银行
不是为难你??是现在为了减少电信诈骗国家规定的??现在储蓄卡比信用卡还难??我在兴业和招商都遇到这情况??兴业是公司人事作证才给办理的??招商网上申请了激活也要这些东西...,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK O B-BANK I-BANK O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,
怕是还完就变0,B-COMMENTS_ADJ O O O O O O,2,工商银行
根据您的用卡记录，我行将为您尾号2755的信用卡主动降低信用额度至10000元（人民币）。编辑短信esh回复至95588下载工银信用卡官方APP“工银e生活”，了解更多信用卡资讯...,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2,工商银行
以前几年一直有融E借跟信用卡额度一样，这个月突然没了,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,工商银行
每次都是整数基本都是一个商户！^_^哈,O O O O O O O O O O O O O O O O O O O,2,民生银行
主要是看看卡号如何??合适就升级成一类卡??原卡降级,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ O,2,
2.5的利息，真爽,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,1,建设银行
微信微信官方账号提醒更方便,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
是不是除了不能分期别的都可以正常用卡吧,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
我也是工行，昨天刚完成呆账核销。我问风险部那边来着，呆账还清了，征信上会显示逾期…,O O O B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
这个预审批额度只有一个月有效期，每个月变动的。这个月，下个月不一定有。计息是按月收，用一万一个月35块钱。,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,建设银行
12期都是0.36为毛我的年华7.88你的8.09？这玩意怎么算的，完全不懂,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
县城没工行？你骗鬼呢,O O O B-BANK I-BANK O O B-COMMENTS_ADJ O O,0,工商银行
用过一次2期，然后就提额度了。,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,招商银行
貌似没有，我上月刷了几笔，没有十倍积分,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2,工商银行
你是几点买的啊，,O O O O O O O O,2,
半步封神的额度，离80K的大山也不远了，弄的可以,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2,建设银行
有，全套的资料交上去，差不多就下卡了，对了，有公积金么？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2,民生银行
好的，谢谢，我借你一句好话。,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,建设银行
可以捆绑第三方,O O O O O O O,2,工商银行
每月20笔和没消费一样最少的50笔,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,招商银行
平安旅游白：72000,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2,建设银行
为啥你一开卡就能到图二德界面？我点击就是暂无支持自助调额的卡，？卡柜面注册，莫非我的无界卡的原因？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,工商银行
怎么使用呢,O O O O O,2,工商银行
我有信用卡和额度，就是下不了,O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,工商银行
想问贷款下来了吗？我现在面对它,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2,中国银行
本来想说羡慕的，一看你这额度还是算了,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
具体怎么用是刷出自动分期还是,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O,2,建设银行
娇娇好像挺记仇的,O O O O O O B-COMMENTS_ADJ O,2,工商银行
恭喜楼主，还有1次就毕业了应该！,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,1,招商银行
3万下卡即时进黑屋，民生3万额度很邪门的,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
所以？？？还是不要去银行买理财了,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2,
她是说不要问她吗？？看，他们说省卡部门打电话来给点面子???我都无语了，心累,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
前几天现金分期27.5Ｋ，之前还有个10Ｋ，打算这次弄完还没有动静就搞其它银行，还完后丢一边去,O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,建设银行
平安银行车主白56k7月1开卡,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2,
那你那边的工行太良心了我这里付全额利息都不给分期必须一次性还清要不就继续逾期头铁的很,O O O O O B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,工商银行
18年到现在都过去三年了，你的资质发生了变化，给你批卡也正常。而且这是初审，之后面签还是有可能拒绝的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,中信银行
请问你在哪里？我也会处理一些,O O O O O O O O O O O O O O,2,工商银行
你是不是出了固定和临时同时点的，我今天就同时点了，希望能成功,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
出示你的市民卡就行了,O O O O O O O O O O,2,招商银行
还有几天可以有,O O O O O O O,2,中国银行
邮政5w,B-BANK I-BANK O O,2,工商银行
好像不是坏钱，安心吧,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
15，新人哦，浦发的,O O O O O O O B-BANK I-BANK O,2,
你卡少还好点，我现在十一行更费劲能提了，之前十五行减到8行又要反弹的趋势……,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
交了，我就交了资料，等结果吧。交行的应该还挺快的,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
95588这个短信内容是你手机接收到的？,O O O O O O O O O O O O O O O O O O O O,2,工商银行
那请问，是在贷款一栏显示么？就和京东白条一天，这样的话，去银行贷款，岂不是会有影响了？,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2,工商银行
是正规的，单位统一在市公积金里存。昨天和今天,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2,建设银行
还是说网点和网申过程不一样,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,工商银行
颜值可以比较青春宅男喜欢,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,交通银行
兄弟你这是在跟人机聊天，你点它头像看看吧，它今天已经发了一百多条贴子出来了，还没算之前发的！你被坑了，哈哈哈,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O,2,
留着,O O,2,交通银行
野鸡，典型玩不起,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
这个最后怎么处理了！我的也是这样,O O O O O O O O O O O O O O O O,2,工商银行
瞎扯吧，我倒是不信这个借口,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,0,招商银行
啊有几万刚买的利息里没有，确实是万1.1左右,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2,中国银行
但是没钱用还是挺好的,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
招商吃饭，有积分的吧,B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT O O,2,招商银行
6.5折是多少费率？？？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,中信银行
低价话费有人要不,B-COMMENTS_ADJ O O O O O O O,2,建设银行
到8万才能批，不到没有硬件更新下不来的，这个额度还可以的,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
也有更新了就到领卡网点的例子。,O O O O O O O O O O O O O O O,2,工商银行
跟他家过不了第二次拒绝,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,中信银行
申卡行是怎么知道他行是什么卡呢？征信不显示卡种啊,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2,招商银行
还是本地卡部的妖孽在作祟。多年（2012年）以前三月一提的时候，我是从最初3000额度养起来的，到了最高8万固定，平时也就千八百的账单，从没套现，那会儿还兴刷词条，牡丹...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2,工商银行
真JB扯淡，还我催收，老子玩信用卡的时候你还不知道在哪玩泥呢，好言相劝，还叽叽歪歪。老子经历的东西，你这辈子都经历不了...,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0,工商银行
是交通惠民贷的显示2.6w，因为社保在交行才有额度，去手机银行点开惠民贷看看有没额度。,O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O,2,交通银行
兄弟你看下是哪个电话打过来协商的，我也工行的不协商啊,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2,
建行首卡，招商66000,B-BANK I-BANK B-PRODUCT I-PRODUCT O B-BANK I-BANK O O O O O,2,建设银行
公积金和纳税记录,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2,建设银行
大概率是10.28提，这之前临时应该都在，最高能到7W5,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,招商银行
股票的三方存管在,B-PRODUCT I-PRODUCT O O O O O O,2,招商银行
这个用了会黑屋吗？有没大佬知道，会不会有啥啊，心慌啊,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
谢谢回答！五折比刷卡贵吗？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,建设银行
掌上生活设置里面有一个清除缓存，清了还不行就等明天就好了,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O,2,招商银行
OK了，谢谢。公众号激活也会要日期和安全码，不过取消也行，微信也帮了。目前缤纷生活中卡显示开启支付字样，没开启微信等不知道可不可以付...,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2,中国银行
我这里正在下大雨，到处都是水，都是大水，冲啊！！！！！！！！！！！！！！！！！！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
想要一张汽车卡撸油,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2,建设银行
招行19.04.22至2.5w10.22至3.3w20.01.20至4.0w04.20至4.7w,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
别人的卡反正不在乎?别这么做。?刷子完好,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
那我要再用之前的工作地址申请一次吗，和前两次申请的时候工作地址不一样会有问题吗,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
不稳定，只要是房贷客户，都能收到短信，,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2,农业银行
单标我有了，最近visa双标返现活动好,B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,1,建设银行
卡员上门拍照你咋过的啊？好心慌,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
大妈完全看心情的吧，{:1_1:},O O O O O O O O O O O O O O O O O,2,工商银行
我一直没有额度,O O O O O B-COMMENTS_N I-COMMENTS_N,2,建设银行
是的，明天遇到周六周日，估计周一到账，时间有点久,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2,
华夏才0.28,B-BANK I-BANK O O O O O,2,中信银行
这个还是问客服最简单??在线客服,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,
大妈卡权益都差不多，挑账户少的就好了啊，黑白菜两个账户,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
好的，具体需要做什么，能搞就放心,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
愚人节，继续等，等我的新用卡短信,O O O O O O O O O O O O O O O O,2,
目前手头工建农中邮招六行，卡片是,O O O O B-BANK B-BANK B-BANK B-BANK I-BANK O O O O O O O,2,招商银行
销了，过几年再申吧。养不动你还刚啥，累得慌。,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2,招商银行
今年准备买房了，老爹要退休了让我做主贷人，拉了一波征信，我这种情况，房贷应该很快下来吧,O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2,
你太优秀了，意思你分期只还本金？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O,2,招商银行
确实是改了，大家基本都进入缓冲期了，10月降级。不过那个官方的公告在哪儿看见的？,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2,工商银行
一般也就一张啊，每个银行一张，兴业我反正是过了,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2,
圆梦金5折费率是可以搞出来的,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2,中信银行
工行两户18.4+20，大白金在手，你这还要继续努力啊,B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
年费怎么解决,B-COMMENTS_N I-COMMENTS_N O O O O,2,招商银行
好像已经没固定出得说法了，所以没啥可期待的,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
我那个2万的大妈卡，也不用了，放在那冷冻,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
去哪里注册,O O O O O,2,中国银行
过桥怕还进去借不出来啊,O O B-COMMENTS_ADJ O O O O O O O O,2,农业银行
打分行电话还是总行？搞的心累啊,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
你都没看这个人帖子，故意找的那种不上征信的租机，然后把手机卖了不还钱被催收了，你居然还说我诋毁别人，哎。,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
谢谢，难道我要把现在的卡注销了再申请分期卡？这操作好曲折啊。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,工商银行
我昨天申请的已经拒了。如果负债高，查询多信用卡账户也多，就不要去碰瓷了。我打电话问的。这玩意，资质好的秒过，一直不好的别去尝试了。额，又特么浪费一次查询...,O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,建设银行
借贷统一不是准贷吗？什么套路,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
请问今天算是说的6+1吗还是明天才算？,O O O O O O O O O O O O O O O O O O O,2,建设银行
黑白菜不是没了吗，怎么申请的，什么渠道,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,
一直没有额度，是不是要在京东买点理财或者建行买点理财才能出额度？,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O,2,建设银行
满20减10元的商城券是不是智商税？对比淘宝，商城里减10元减下来跟淘宝价格一样的。,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
